product_id,product_name,category,sub_category,brand,cost_price,selling_price,supplier,margin_pct
PRD00020,Dell Cameras 6092,Electronics,Cameras,Dell,48365.12,70523.9,Supplier_047,0.3142
PRD00021,Samsung Cables & Accessories 6138,Electronics,Cables & Accessories,Samsung,13259.71,15090.7,Supplier_345,0.1213
PRD00022,Dell Headphones 1875,Electronics,Headphones,Dell,41129.74,62596.88,Supplier_346,0.3429
PRD00023,HP Cameras 9298,Electronics,Cameras,HP,1299.98,1944.24,Supplier_168,0.3314
PRD00024,Apple Cameras 5051,Electronics,Cameras,Apple,31788.43,41267.92,Supplier_333,0.2297
PRD00025,Apple Cables & Accessories 5086,Electronics,Cables & Accessories,Apple,7031.86,10721.78,Supplier_253,0.3442
PRD00026,Apple Laptops 6467,Electronics,Laptops,Apple,11778.26,15696.26,Supplier_233,0.2496
PRD00027,Dell Smart Watches 6897,Electronics,Smart Watches,Dell,29387.65,41774.59,Supplier_336,0.2965
PRD00028,HP Laptops 4683,Electronics,Laptops,HP,30801.83,46860.52,Supplier_017,0.3427
PRD00029,Sony Smart Watches 6042,Electronics,Smart Watches,Sony,22196.99,33889.5,Supplier_051,0.345
PRD00030,Lenovo Smart Watches 2101,Electronics,Smart Watches,Lenovo,3074.48,3719.09,Supplier_486,0.1733
PRD00031,Apple Gaming 9883,Electronics,Gaming,Apple,33155.3,45807.4,Supplier_498,0.2762
PRD00032,Samsung Smartphones 2163,Electronics,Smartphones,Samsung,39350.39,47003.15,Supplier_403,0.1628
PRD00033,Apple Cameras 9707,Electronics,Cameras,Apple,41499.4,55629.02,Supplier_111,0.254
PRD00034,Lenovo Cameras 9864,Electronics,Cameras,Lenovo,38729.71,56183.74,Supplier_002,0.3107
PRD00035,OnePlus Headphones 2958,Electronics,Headphones,OnePlus,49376.99,65864.03,Supplier_057,0.2503
PRD00036,OnePlus Smartphones 3998,Electronics,Smartphones,OnePlus,792.27,1149.82,Supplier_302,0.311
PRD00037,Samsung Smart Watches 6997,Electronics,Smart Watches,Samsung,8753.6,9669.47,Supplier_270,0.0947
PRD00038,Apple Laptops 8508,Electronics,Laptops,Apple,23838.49,34462.54,Supplier_304,0.3083
PRD00039,HP Laptops 810,Electronics,Laptops,HP,25216.74,38439.02,Supplier_373,0.344
PRD00040,HP Headphones 7947,Electronics,Headphones,HP,32184.87,35230.87,Supplier_434,0.0865
PRD00041,Dell Cables & Accessories 7367,Electronics,Cables & Accessories,Dell,34320.57,44974.58,Supplier_038,0.2369
PRD00042,Lenovo Laptops 4605,Electronics,Laptops,Lenovo,30434.46,33808.75,Supplier_320,0.0998
PRD00043,Dell Smart Watches 7533,Electronics,Smart Watches,Dell,49731.66,66111.36,Supplier_259,0.2478
PRD00044,Apple Cables & Accessories 9133,Electronics,Cables & Accessories,Apple,39665.15,44971.34,Supplier_370,0.118
PRD00045,Dell Cameras 5653,Electronics,Cameras,Dell,22605.17,26841.2,Supplier_424,0.1578
PRD00046,Dell Gaming 7092,Electronics,Gaming,Dell,20828.68,23425.82,Supplier_161,0.1109
PRD00047,Lenovo Headphones 7870,Electronics,Headphones,Lenovo,47681.95,66888.52,Supplier_035,0.2871
PRD00048,Apple Laptops 6205,Electronics,Laptops,Apple,4706.84,5297.01,Supplier_416,0.1114
PRD00049,Samsung Tablets 5500,Electronics,Tablets,Samsung,29343.93,39436.65,Supplier_344,0.2559
PRD00050,Dell Laptops 7029,Electronics,Laptops,Dell,17712.22,24667.99,Supplier_445,0.282
PRD00051,LG Smartphones 9568,Electronics,Smartphones,LG,30040.48,37408.62,Supplier_260,0.197
PRD00052,OnePlus Cameras 1873,Electronics,Cameras,OnePlus,32853.98,38944.95,Supplier_180,0.1564
PRD00053,Apple Smart Watches 7130,Electronics,Smart Watches,Apple,38142.15,51485.3,Supplier_433,0.2592
PRD00054,LG Smartphones 5162,Electronics,Smartphones,LG,1496.21,1808.08,Supplier_472,0.1725
PRD00055,Lenovo Smart Watches 9378,Electronics,Smart Watches,Lenovo,354.98,528.51,Supplier_337,0.3283
PRD00056,Apple Cables & Accessories 602,Electronics,Cables & Accessories,Apple,7136.64,9831.37,Supplier_047,0.2741
PRD00057,Dell Cameras 6162,Electronics,Cameras,Dell,21020.63,26070.23,Supplier_160,0.1937
PRD00058,Apple Smart Watches 915,Electronics,Smart Watches,Apple,44172.94,50936.81,Supplier_346,0.1328
PRD00059,LG Laptops 7342,Electronics,Laptops,LG,22183.49,28379.05,Supplier_213,0.2183
PRD00060,Sony Headphones 7143,Electronics,Headphones,Sony,37759.41,42800.07,Supplier_057,0.1178
PRD00061,HP Headphones 3712,Electronics,Headphones,HP,26370.36,32302.56,Supplier_203,0.1836
PRD00062,Samsung Smartphones 2348,Electronics,Smartphones,Samsung,10260.94,15640.77,Supplier_392,0.344
PRD00063,LG Headphones 7155,Electronics,Headphones,LG,16439.71,17814.61,Supplier_090,0.0772
PRD00064,Dell Tablets 9254,Electronics,Tablets,Dell,26652.49,31667.21,Supplier_427,0.1584
PRD00065,Apple Smart Watches 7247,Electronics,Smart Watches,Apple,19883.71,28409.04,Supplier_010,0.3001
PRD00066,Apple Gaming 9494,Electronics,Gaming,Apple,43112.4,58227.9,Supplier_208,0.2596
PRD00067,LG Cables & Accessories 5421,Electronics,Cables & Accessories,LG,5802.91,6324.03,Supplier_088,0.0824
PRD00068,Lenovo Gaming 4086,Electronics,Gaming,Lenovo,4452.09,6575.33,Supplier_224,0.3229
PRD00069,Apple Cables & Accessories 5662,Electronics,Cables & Accessories,Apple,19818.55,24294.15,Supplier_114,0.1842
PRD00070,OnePlus Smart Watches 8793,Electronics,Smart Watches,OnePlus,3865.15,5324.69,Supplier_262,0.2741
PRD00071,Lenovo Cameras 2519,Electronics,Cameras,Lenovo,17587.43,26915.19,Supplier_121,0.3466
PRD00072,OnePlus Laptops 2604,Electronics,Laptops,OnePlus,12835.61,14909.13,Supplier_390,0.1391
PRD00073,OnePlus Laptops 7701,Electronics,Laptops,OnePlus,47567.04,65411.15,Supplier_387,0.2728
PRD00074,Lenovo Gaming 2573,Electronics,Gaming,Lenovo,43219.13,59417.32,Supplier_226,0.2726
PRD00075,HP Laptops 4600,Electronics,Laptops,HP,22138.29,27060.2,Supplier_303,0.1819
PRD00076,Lenovo Smartphones 7504,Electronics,Smartphones,Lenovo,25391.48,31127.2,Supplier_020,0.1843
PRD00077,Lenovo Smartphones 1579,Electronics,Smartphones,Lenovo,41593.25,46420.71,Supplier_315,0.104
PRD00078,HP Cables & Accessories 772,Electronics,Cables & Accessories,HP,29037.45,44383.42,Supplier_231,0.3458
PRD00079,Lenovo Cameras 1113,Electronics,Cameras,Lenovo,30270.04,39824.56,Supplier_231,0.2399
PRD00080,Lenovo Laptops 2927,Electronics,Laptops,Lenovo,49120.16,54996.64,Supplier_021,0.1069
PRD00081,HP Cameras 2700,Electronics,Cameras,HP,49549.75,65718.44,Supplier_187,0.246
PRD00082,LG Smart Watches 9895,Electronics,Smart Watches,LG,19401.46,28015.68,Supplier_027,0.3075
PRD00083,Apple Smart Watches 6433,Electronics,Smart Watches,Apple,16518.05,22171.23,Supplier_146,0.255
PRD00084,OnePlus Headphones 2417,Electronics,Headphones,OnePlus,16701.43,22611.86,Supplier_470,0.2614
PRD00085,LG Smart Watches 6521,Electronics,Smart Watches,LG,48386.44,68141.93,Supplier_067,0.2899
PRD00086,LG Laptops 5481,Electronics,Laptops,LG,27968.16,38664.35,Supplier_417,0.2766
PRD00087,Apple Tablets 6028,Electronics,Tablets,Apple,32318.94,41335.96,Supplier_010,0.2181
PRD00088,LG Smart Watches 8067,Electronics,Smart Watches,LG,9054.13,10689.94,Supplier_099,0.153
PRD00089,OnePlus Cameras 1757,Electronics,Cameras,OnePlus,7789.51,9495.59,Supplier_260,0.1797
PRD00090,Lenovo Smartphones 9885,Electronics,Smartphones,Lenovo,43825.82,60062.18,Supplier_193,0.2703
PRD00091,OnePlus Tablets 2812,Electronics,Tablets,OnePlus,9083.26,12767.77,Supplier_370,0.2886
PRD00092,Samsung Gaming 3991,Electronics,Gaming,Samsung,20572.39,28757.95,Supplier_497,0.2846
PRD00093,LG Gaming 3933,Electronics,Gaming,LG,37631.94,54505.58,Supplier_274,0.3096
PRD00094,LG Cameras 3278,Electronics,Cameras,LG,48281.55,69943.26,Supplier_189,0.3097
PRD00095,HP Gaming 8339,Electronics,Gaming,HP,38483.46,55636.24,Supplier_271,0.3083
PRD00096,OnePlus Cables & Accessories 2367,Electronics,Cables & Accessories,OnePlus,40853.72,59507.19,Supplier_447,0.3135
PRD00097,Samsung Headphones 9185,Electronics,Headphones,Samsung,32076.89,47821.35,Supplier_479,0.3292
PRD00098,Apple Laptops 4569,Electronics,Laptops,Apple,14288.9,20556.94,Supplier_231,0.3049
PRD00099,Dell Tablets 7491,Electronics,Tablets,Dell,4631.09,6983.39,Supplier_453,0.3368
PRD00100,Samsung Smart Watches 6226,Electronics,Smart Watches,Samsung,20774.1,26306.94,Supplier_121,0.2103
PRD00101,Apple Cables & Accessories 1723,Electronics,Cables & Accessories,Apple,18776.89,20527.8,Supplier_430,0.0853
PRD00102,OnePlus Smart Watches 7840,Electronics,Smart Watches,OnePlus,6923.1,8410.41,Supplier_357,0.1768
PRD00103,HP Tablets 1398,Electronics,Tablets,HP,22457.64,24309.68,Supplier_010,0.0762
PRD00104,Sony Headphones 8747,Electronics,Headphones,Sony,41756.41,55867.49,Supplier_217,0.2526
PRD00105,LG Laptops 4006,Electronics,Laptops,LG,11920.13,13556.39,Supplier_215,0.1207
PRD00106,Apple Gaming 9876,Electronics,Gaming,Apple,5587.35,8411.3,Supplier_275,0.3357
PRD00107,Sony Smartphones 125,Electronics,Smartphones,Sony,35941.29,43736.88,Supplier_315,0.1782
PRD00108,Sony Smart Watches 1502,Electronics,Smart Watches,Sony,28554.65,33352.9,Supplier_269,0.1439
PRD00109,Apple Smart Watches 8416,Electronics,Smart Watches,Apple,47672.51,63677.05,Supplier_284,0.2513
PRD00110,Dell Smartphones 6438,Electronics,Smartphones,Dell,43672.91,48060.34,Supplier_192,0.0913
PRD00111,Samsung Headphones 4050,Electronics,Headphones,Samsung,17886.84,19885.75,Supplier_376,0.1005
PRD00112,Lenovo Laptops 5646,Electronics,Laptops,Lenovo,6713.81,8362.59,Supplier_417,0.1972
PRD00113,HP Tablets 3086,Electronics,Tablets,HP,49041.92,63995.27,Supplier_416,0.2337
PRD00114,Apple Tablets 705,Electronics,Tablets,Apple,35816.45,54566.16,Supplier_151,0.3436
PRD00115,Samsung Cameras 5270,Electronics,Cameras,Samsung,39565.91,59203.32,Supplier_478,0.3317
PRD00116,Dell Headphones 4250,Electronics,Headphones,Dell,49456.68,66035.77,Supplier_019,0.2511
PRD00117,LG Cameras 5538,Electronics,Cameras,LG,17880.86,25873.52,Supplier_140,0.3089
PRD00118,Lenovo Laptops 7304,Electronics,Laptops,Lenovo,21875.72,27738.64,Supplier_459,0.2114
PRD00119,Lenovo Cables & Accessories 8251,Electronics,Cables & Accessories,Lenovo,48687.49,63937.17,Supplier_189,0.2385
PRD00120,Apple Headphones 9970,Electronics,Headphones,Apple,36367.71,40626.21,Supplier_422,0.1048
PRD00121,LG Tablets 4943,Electronics,Tablets,LG,16094.51,17987.75,Supplier_157,0.1053
PRD00122,Dell Gaming 7425,Electronics,Gaming,Dell,8373.91,10790.93,Supplier_022,0.224
PRD00123,Dell Smart Watches 1039,Electronics,Smart Watches,Dell,13764.04,21205.06,Supplier_039,0.3509
PRD00124,Lenovo Cables & Accessories 2721,Electronics,Cables & Accessories,Lenovo,25678.65,36783.43,Supplier_488,0.3019
PRD00125,OnePlus Smartphones 7279,Electronics,Smartphones,OnePlus,42441.03,59362.34,Supplier_018,0.2851
PRD00126,Apple Tablets 6033,Electronics,Tablets,Apple,11837.97,16374.59,Supplier_197,0.2771
PRD00127,OnePlus Smartphones 6195,Electronics,Smartphones,OnePlus,33969.15,51835.12,Supplier_228,0.3447
PRD00128,OnePlus Laptops 4666,Electronics,Laptops,OnePlus,26496.52,33573.1,Supplier_128,0.2108
PRD00129,Samsung Laptops 6440,Electronics,Laptops,Samsung,36796.96,48371.47,Supplier_468,0.2393
PRD00130,LG Laptops 3615,Electronics,Laptops,LG,38759.48,54685.66,Supplier_314,0.2912
PRD00131,HP Headphones 1313,Electronics,Headphones,HP,10048.91,11493.87,Supplier_232,0.1257
PRD00132,HP Tablets 5336,Electronics,Tablets,HP,49863.26,72847.29,Supplier_342,0.3155
PRD00133,Apple Smart Watches 5014,Electronics,Smart Watches,Apple,27522.36,33480.13,Supplier_436,0.1779
PRD00134,OnePlus Tablets 2088,Electronics,Tablets,OnePlus,39695.13,52362.45,Supplier_103,0.2419
PRD00135,Sony Tablets 9177,Electronics,Tablets,Sony,39529.13,43179.78,Supplier_294,0.0845
PRD00136,HP Smart Watches 1512,Electronics,Smart Watches,HP,40192.9,53829.31,Supplier_034,0.2533
PRD00137,Dell Headphones 8712,Electronics,Headphones,Dell,49979.77,70864.75,Supplier_211,0.2947
PRD00138,Apple Cables & Accessories 1315,Electronics,Cables & Accessories,Apple,6310.07,7755.09,Supplier_231,0.1863
PRD00139,Lenovo Gaming 9132,Electronics,Gaming,Lenovo,6460.31,9494.43,Supplier_328,0.3196
PRD00140,OnePlus Tablets 1007,Electronics,Tablets,OnePlus,21659.28,32662.95,Supplier_426,0.3369
PRD00141,OnePlus Laptops 3794,Electronics,Laptops,OnePlus,15241.02,17620.52,Supplier_178,0.135
PRD00142,Apple Headphones 9124,Electronics,Headphones,Apple,12567.74,17324.34,Supplier_141,0.2746
PRD00143,LG Tablets 2862,Electronics,Tablets,LG,30740.69,34549.81,Supplier_304,0.1103
PRD00144,OnePlus Tablets 5631,Electronics,Tablets,OnePlus,32953.71,46751.34,Supplier_432,0.2951
PRD00145,Samsung Smartphones 9549,Electronics,Smartphones,Samsung,4107.08,6266.65,Supplier_136,0.3446
PRD00146,Dell Cameras 9038,Electronics,Cameras,Dell,30924.52,33838.67,Supplier_149,0.0861
PRD00147,HP Headphones 6753,Electronics,Headphones,HP,12281.65,17924.51,Supplier_153,0.3148
PRD00148,Apple Gaming 6909,Electronics,Gaming,Apple,34446.25,39761.23,Supplier_248,0.1337
PRD00149,Sony Gaming 5331,Electronics,Gaming,Sony,17042.62,19556.82,Supplier_376,0.1286
PRD00150,Dell Smart Watches 9302,Electronics,Smart Watches,Dell,6581.77,8254.55,Supplier_055,0.2026
PRD00151,Sony Smart Watches 4161,Electronics,Smart Watches,Sony,23350.3,28153.73,Supplier_073,0.1706
PRD00152,Samsung Laptops 6950,Electronics,Laptops,Samsung,14546.09,18336.08,Supplier_128,0.2067
PRD00153,Lenovo Tablets 3210,Electronics,Tablets,Lenovo,46690.89,66251.12,Supplier_391,0.2952
PRD00154,HP Tablets 5155,Electronics,Tablets,HP,49798.67,64708.55,Supplier_255,0.2304
PRD00155,Apple Smartphones 4044,Electronics,Smartphones,Apple,47264.38,62273.6,Supplier_111,0.241
PRD00156,Samsung Smart Watches 7810,Electronics,Smart Watches,Samsung,2574.49,3379.28,Supplier_147,0.2382
PRD00157,Apple Smartphones 6092,Electronics,Smartphones,Apple,21574.84,32249.08,Supplier_392,0.331
PRD00158,Lenovo Cables & Accessories 9304,Electronics,Cables & Accessories,Lenovo,2309.86,2550.19,Supplier_100,0.0942
PRD00159,LG Smart Watches 9108,Electronics,Smart Watches,LG,3722.91,4903.07,Supplier_144,0.2407
PRD00160,OnePlus Laptops 5655,Electronics,Laptops,OnePlus,48755.39,61682.14,Supplier_286,0.2096
PRD00161,OnePlus Smart Watches 8293,Electronics,Smart Watches,OnePlus,9992.94,13183.56,Supplier_021,0.242
PRD00162,Samsung Smartphones 7861,Electronics,Smartphones,Samsung,6894.97,8525.83,Supplier_266,0.1913
PRD00163,OnePlus Gaming 5473,Electronics,Gaming,OnePlus,30332.71,40108.57,Supplier_477,0.2437
PRD00164,OnePlus Smart Watches 5002,Electronics,Smart Watches,OnePlus,19678.08,26954.15,Supplier_304,0.2699
PRD00165,HP Smart Watches 372,Electronics,Smart Watches,HP,35451.55,43282.85,Supplier_189,0.1809
PRD00166,Apple Smart Watches 536,Electronics,Smart Watches,Apple,48995.91,66357.12,Supplier_306,0.2616
PRD00167,LG Gaming 9577,Electronics,Gaming,LG,48355.18,70016.6,Supplier_296,0.3094
PRD00168,Samsung Cameras 6329,Electronics,Cameras,Samsung,29196.99,33872.62,Supplier_076,0.138
PRD00169,Samsung Cameras 3225,Electronics,Cameras,Samsung,28649.89,40374.71,Supplier_010,0.2904
PRD00170,Lenovo Gaming 3440,Electronics,Gaming,Lenovo,20968.08,26715.25,Supplier_211,0.2151
PRD00171,Samsung Gaming 9289,Electronics,Gaming,Samsung,35303.47,46734.07,Supplier_167,0.2446
PRD00172,Dell Gaming 8834,Electronics,Gaming,Dell,15721.94,18259.39,Supplier_176,0.139
PRD00173,LG Smart Watches 4138,Electronics,Smart Watches,LG,30523.33,35723.41,Supplier_143,0.1456
PRD00174,Sony Headphones 4835,Electronics,Headphones,Sony,47077.2,72577.15,Supplier_361,0.3513
PRD00175,HP Cameras 4580,Electronics,Cameras,HP,15886.19,19761.43,Supplier_148,0.1961
PRD00176,Dell Laptops 5754,Electronics,Laptops,Dell,44793.24,56682.72,Supplier_489,0.2098
PRD00177,LG Tablets 1394,Electronics,Tablets,LG,2151.22,3289.21,Supplier_178,0.346
PRD00178,LG Gaming 8924,Electronics,Gaming,LG,37379.56,44129.33,Supplier_139,0.153
PRD00179,OnePlus Headphones 4020,Electronics,Headphones,OnePlus,5505.87,7863.59,Supplier_125,0.2998
PRD00180,Sony Smartphones 6871,Electronics,Smartphones,Sony,31915.33,35255.93,Supplier_170,0.0948
PRD00181,Apple Gaming 9116,Electronics,Gaming,Apple,34075.54,39003.19,Supplier_476,0.1263
PRD00182,Dell Tablets 7893,Electronics,Tablets,Dell,32662.0,48793.9,Supplier_245,0.3306
PRD00183,LG Cameras 1565,Electronics,Cameras,LG,16092.33,22264.9,Supplier_334,0.2772
PRD00184,Samsung Cameras 2980,Electronics,Cameras,Samsung,45665.82,53076.49,Supplier_479,0.1396
PRD00185,Dell Smartphones 4842,Electronics,Smartphones,Dell,39408.63,46012.19,Supplier_449,0.1435
PRD00186,Samsung Smartphones 5589,Electronics,Smartphones,Samsung,14954.69,20387.85,Supplier_146,0.2665
PRD00187,HP Gaming 8361,Electronics,Gaming,HP,44468.54,50830.83,Supplier_240,0.1252
PRD00188,Sony Headphones 7618,Electronics,Headphones,Sony,40450.25,49973.11,Supplier_332,0.1906
PRD00189,OnePlus Headphones 4933,Electronics,Headphones,OnePlus,753.51,933.18,Supplier_291,0.1925
PRD00190,OnePlus Cameras 6743,Electronics,Cameras,OnePlus,30567.18,42188.86,Supplier_424,0.2755
PRD00191,Lenovo Cables & Accessories 3127,Electronics,Cables & Accessories,Lenovo,4382.55,6111.69,Supplier_072,0.2829
PRD00192,Lenovo Gaming 6384,Electronics,Gaming,Lenovo,46794.48,50688.26,Supplier_121,0.0768
PRD00193,LG Gaming 9486,Electronics,Gaming,LG,47704.04,58290.26,Supplier_006,0.1816
PRD00194,Lenovo Headphones 2036,Electronics,Headphones,Lenovo,34653.79,38437.93,Supplier_239,0.0984
PRD00195,OnePlus Headphones 5195,Electronics,Headphones,OnePlus,20300.56,26719.28,Supplier_354,0.2402
PRD00196,LG Laptops 2288,Electronics,Laptops,LG,18408.82,21792.35,Supplier_245,0.1553
PRD00197,HP Tablets 6913,Electronics,Tablets,HP,37399.36,51038.81,Supplier_360,0.2672
PRD00198,Sony Gaming 9861,Electronics,Gaming,Sony,38104.89,53337.73,Supplier_448,0.2856
PRD00199,HP Laptops 9343,Electronics,Laptops,HP,26432.25,33041.34,Supplier_058,0.2
PRD00200,Sony Smartphones 5475,Electronics,Smartphones,Sony,28656.45,32967.26,Supplier_438,0.1308
PRD00201,Apple Gaming 8108,Electronics,Gaming,Apple,34030.75,48219.92,Supplier_047,0.2943
PRD00202,Samsung Gaming 7584,Electronics,Gaming,Samsung,22698.94,29990.44,Supplier_289,0.2431
PRD00203,HP Smartphones 456,Electronics,Smartphones,HP,33654.75,41221.67,Supplier_203,0.1836
PRD00204,Samsung Headphones 842,Electronics,Headphones,Samsung,37302.93,50426.34,Supplier_217,0.2602
PRD00205,Apple Smart Watches 1230,Electronics,Smart Watches,Apple,27081.12,30014.55,Supplier_479,0.0977
PRD00206,Samsung Gaming 2318,Electronics,Gaming,Samsung,14390.18,16758.68,Supplier_393,0.1413
PRD00207,Lenovo Cables & Accessories 6284,Electronics,Cables & Accessories,Lenovo,49643.19,62538.77,Supplier_193,0.2062
PRD00208,OnePlus Laptops 3024,Electronics,Laptops,OnePlus,32694.03,40653.45,Supplier_276,0.1958
PRD00209,OnePlus Cables & Accessories 156,Electronics,Cables & Accessories,OnePlus,36406.51,43129.5,Supplier_388,0.1559
PRD00210,LG Smartphones 7048,Electronics,Smartphones,LG,23177.04,32864.44,Supplier_273,0.2948
PRD00211,Sony Cables & Accessories 4616,Electronics,Cables & Accessories,Sony,12413.23,15425.86,Supplier_097,0.1953
PRD00212,Samsung Laptops 356,Electronics,Laptops,Samsung,40483.44,51699.1,Supplier_124,0.2169
PRD00213,Apple Cameras 9894,Electronics,Cameras,Apple,5089.79,5577.29,Supplier_345,0.0874
PRD00214,Sony Smartphones 3939,Electronics,Smartphones,Sony,37040.03,47006.2,Supplier_277,0.212
PRD00215,Samsung Cameras 3936,Electronics,Cameras,Samsung,7049.77,10905.55,Supplier_418,0.3536
PRD00216,Lenovo Smart Watches 8640,Electronics,Smart Watches,Lenovo,11883.36,17728.09,Supplier_114,0.3297
PRD00217,LG Cables & Accessories 9793,Electronics,Cables & Accessories,LG,13793.94,18506.74,Supplier_451,0.2547
PRD00218,Dell Tablets 5742,Electronics,Tablets,Dell,27814.74,30652.83,Supplier_483,0.0926
PRD00219,Lenovo Cables & Accessories 5013,Electronics,Cables & Accessories,Lenovo,34830.6,44300.41,Supplier_193,0.2138
PRD00220,HP Tablets 2465,Electronics,Tablets,HP,12086.36,14333.36,Supplier_413,0.1568
PRD00221,Samsung Gaming 9230,Electronics,Gaming,Samsung,28141.18,43192.76,Supplier_272,0.3485
PRD00222,Dell Tablets 1395,Electronics,Tablets,Dell,12180.78,14319.34,Supplier_473,0.1493
PRD00223,Lenovo Gaming 3220,Electronics,Gaming,Lenovo,4668.58,6631.97,Supplier_027,0.296
PRD00224,Dell Headphones 1292,Electronics,Headphones,Dell,33699.91,45945.56,Supplier_097,0.2665
PRD00225,HP Cameras 5067,Electronics,Cameras,HP,10484.01,15792.12,Supplier_490,0.3361
PRD00226,Sony Smartphones 2022,Electronics,Smartphones,Sony,46861.13,71799.52,Supplier_383,0.3473
PRD00227,Sony Gaming 6598,Electronics,Gaming,Sony,34796.53,49089.94,Supplier_469,0.2912
PRD00228,Lenovo Cameras 8843,Electronics,Cameras,Lenovo,38786.92,48829.28,Supplier_333,0.2057
PRD00229,LG Smart Watches 8247,Electronics,Smart Watches,LG,13115.0,17325.23,Supplier_239,0.243
PRD00230,HP Laptops 3428,Electronics,Laptops,HP,38093.37,46874.26,Supplier_190,0.1873
PRD00231,Dell Smart Watches 2490,Electronics,Smart Watches,Dell,2333.49,3467.85,Supplier_009,0.3271
PRD00232,Dell Headphones 3868,Electronics,Headphones,Dell,14794.85,17342.67,Supplier_195,0.1469
PRD00233,HP Cameras 5630,Electronics,Cameras,HP,27554.59,41977.44,Supplier_132,0.3436
PRD00234,HP Gaming 5870,Electronics,Gaming,HP,23068.41,32858.71,Supplier_087,0.298
PRD00235,HP Tablets 1062,Electronics,Tablets,HP,9243.19,13846.31,Supplier_269,0.3324
PRD00236,Apple Smartphones 204,Electronics,Smartphones,Apple,47262.15,65886.33,Supplier_212,0.2827
PRD00237,Sony Tablets 3683,Electronics,Tablets,Sony,3445.0,3965.14,Supplier_259,0.1312
PRD00238,Lenovo Gaming 8016,Electronics,Gaming,Lenovo,3069.48,4235.06,Supplier_338,0.2752
PRD00239,Samsung Gaming 294,Electronics,Gaming,Samsung,380.29,509.31,Supplier_009,0.2533
PRD00240,LG Headphones 7154,Electronics,Headphones,LG,906.27,1325.13,Supplier_413,0.3161
PRD00241,Apple Tablets 4048,Electronics,Tablets,Apple,45906.54,60893.24,Supplier_099,0.2461
PRD00242,Lenovo Headphones 6212,Electronics,Headphones,Lenovo,13402.87,16975.29,Supplier_492,0.2104
PRD00243,HP Cables & Accessories 3800,Electronics,Cables & Accessories,HP,28271.86,43691.6,Supplier_154,0.3529
PRD00244,Samsung Laptops 9155,Electronics,Laptops,Samsung,4720.35,5939.4,Supplier_244,0.2052
PRD00245,Samsung Smartphones 7209,Electronics,Smartphones,Samsung,35157.12,39335.98,Supplier_331,0.1062
PRD00246,Apple Smart Watches 3864,Electronics,Smart Watches,Apple,44744.82,67654.24,Supplier_109,0.3386
PRD00247,LG Gaming 4693,Electronics,Gaming,LG,2375.77,2648.85,Supplier_461,0.1031
PRD00248,OnePlus Smartphones 3494,Electronics,Smartphones,OnePlus,46441.88,57021.7,Supplier_301,0.1855
PRD00249,Dell Tablets 9339,Electronics,Tablets,Dell,46447.3,56696.37,Supplier_124,0.1808
PRD00250,Lenovo Cables & Accessories 1384,Electronics,Cables & Accessories,Lenovo,19223.12,27444.47,Supplier_257,0.2996
PRD00251,Samsung Smart Watches 1345,Electronics,Smart Watches,Samsung,4929.41,5861.6,Supplier_175,0.159
